user_id,song_id,play_count,rating,timestamp
MOCK_USER_00398,MOCK_SONG_0000705,14,3.7345386608649163,1734687658
MOCK_USER_00347,MOCK_SONG_0000343,72,1.943825231233042,1733503862
MOCK_USER_00324,MOCK_SONG_0000243,55,3.3182619138138385,1725795422
MOCK_USER_00343,MOCK_SONG_0000374,81,4.628838122325597,1719249138
MOCK_USER_00271,MOCK_SONG_0000225,94,3.699293703198458,1728287675
MOCK_USER_00371,MOCK_SONG_0000906,70,3.1985645599886934,1731197477
MOCK_USER_00140,MOCK_SONG_0000978,84,1.4207841904789582,1732962467
MOCK_USER_00366,MOCK_SONG_0000932,27,3.6857898595649314,1716063406
MOCK_USER_00281,MOCK_SONG_0000020,92,2.164256788991748,1744974295
MOCK_USER_00210,MOCK_SONG_0000182,16,4.937866787550831,1720292131
MOCK_USER_00208,MOCK_SONG_0000970,62,1.753188643981614,1717921489
MOCK_USER_00170,MOCK_SONG_0000442,80,3.2001279763842696,1728705399
MOCK_USER_00173,MOCK_SONG_0000213,20,4.208467323061717,1741141563
MOCK_USER_00470,MOCK_SONG_0000125,89,1.2631154437432879,1719802185
MOCK_USER_00067,MOCK_SONG_0000238,11,3.7455301634333993,1738174479
MOCK_USER_00006,MOCK_SONG_0000204,6,1.5165205315008832,1727856742
MOCK_USER_00468,MOCK_SONG_0000919,96,1.6286119212102173,1719550917
MOCK_USER_00044,MOCK_SONG_0000844,79,4.370700485041633,1739792545
MOCK_USER_00414,MOCK_SONG_0000183,41,4.405115564756836,1728652082
MOCK_USER_00354,MOCK_SONG_0000841,18,2.7077385410043977,1718399167
MOCK_USER_00429,MOCK_SONG_0000398,16,1.3745700437792139,1719520673
MOCK_USER_00358,MOCK_SONG_0000388,19,3.11133343863924,1724458573
MOCK_USER_00271,MOCK_SONG_0000814,25,2.468681768973147,1725016842
MOCK_USER_00444,MOCK_SONG_0000897,66,2.563826869799467,1726566478
MOCK_USER_00297,MOCK_SONG_0000986,34,2.278120475657726,1731244600
MOCK_USER_00290,MOCK_SONG_0000425,83,1.8365976266222281,1737559629
MOCK_USER_00261,MOCK_SONG_0000493,64,1.4136561824090457,1726725471
MOCK_USER_00442,MOCK_SONG_0000327,32,4.63240535541739,1733163642
MOCK_USER_00089,MOCK_SONG_0000760,4,1.23287664752988,1728908882
MOCK_USER_00284,MOCK_SONG_0000856,21,1.8651457466897097,1742885541
MOCK_USER_00256,MOCK_SONG_0000049,36,3.4757157772206164,1715576166
MOCK_USER_00406,MOCK_SONG_0000995,8,1.1523791985238931,1743422570
MOCK_USER_00090,MOCK_SONG_0000477,71,4.076112419894491,1725863853
MOCK_USER_00193,MOCK_SONG_0000785,57,1.0072507035347797,1726217032
MOCK_USER_00373,MOCK_SONG_0000388,53,3.219326145106968,1728559064
MOCK_USER_00470,MOCK_SONG_0000534,43,2.703815485395007,1739641727
MOCK_USER_00159,MOCK_SONG_0000889,68,3.56471557514087,1723054534
MOCK_USER_00121,MOCK_SONG_0000155,7,1.4715482157172377,1737004020
MOCK_USER_00167,MOCK_SONG_0000234,34,3.1215773618219456,1729257913
MOCK_USER_00284,MOCK_SONG_0000631,84,3.5237717555449497,1731798396
MOCK_USER_00171,MOCK_SONG_0000296,67,1.5570132398910705,1742408798
MOCK_USER_00012,MOCK_SONG_0000632,4,4.835629965342379,1720576328
MOCK_USER_00182,MOCK_SONG_0000194,40,4.128794970536109,1718708522
MOCK_USER_00243,MOCK_SONG_0000739,8,4.934554353823838,1734824587
MOCK_USER_00208,MOCK_SONG_0000869,60,4.2527093467898025,1737287001
MOCK_USER_00034,MOCK_SONG_0000152,57,4.299795345668384,1723942489
MOCK_USER_00000,MOCK_SONG_0000573,37,1.3392452564436983,1741640307
MOCK_USER_00496,MOCK_SONG_0000751,60,3.795461030271827,1728369760
MOCK_USER_00221,MOCK_SONG_0000383,56,1.1860428299701842,1737757689
MOCK_USER_00012,MOCK_SONG_0000732,10,3.048138770193658,1737743833
MOCK_USER_00064,MOCK_SONG_0000443,12,2.553166898288693,1745196322
MOCK_USER_00052,MOCK_SONG_0000479,49,4.819301358350598,1716018686
MOCK_USER_00060,MOCK_SONG_0000729,83,2.6165621138291058,1742883046
MOCK_USER_00158,MOCK_SONG_0000869,74,3.7190242802823854,1743416061
MOCK_USER_00488,MOCK_SONG_0000069,56,3.0425156676380807,1730561421
MOCK_USER_00148,MOCK_SONG_0000001,62,3.6182444953276316,1741725581
MOCK_USER_00351,MOCK_SONG_0000460,69,2.3995891498392203,1728296163
MOCK_USER_00353,MOCK_SONG_0000763,2,1.6991088300508213,1716483463
MOCK_USER_00045,MOCK_SONG_0000495,68,2.5927348741789102,1726285327
MOCK_USER_00412,MOCK_SONG_0000074,47,3.661442297188507,1729638041
MOCK_USER_00468,MOCK_SONG_0000413,51,4.993246271504239,1730658082
MOCK_USER_00055,MOCK_SONG_0000931,66,2.569854377833789,1744920655
MOCK_USER_00432,MOCK_SONG_0000828,98,3.9240747663209588,1718820921
MOCK_USER_00418,MOCK_SONG_0000849,86,4.682925470283411,1729157732
MOCK_USER_00007,MOCK_SONG_0000305,86,2.3611456235307293,1737007739
MOCK_USER_00376,MOCK_SONG_0000059,48,3.6944088225142444,1731998482
MOCK_USER_00151,MOCK_SONG_0000936,23,3.5739356589994395,1727821973
MOCK_USER_00218,MOCK_SONG_0000168,57,1.9590719090708641,1734113215
MOCK_USER_00064,MOCK_SONG_0000485,82,4.186810872775931,1729695978
MOCK_USER_00237,MOCK_SONG_0000253,56,1.0581908862888536,1717530308
MOCK_USER_00038,MOCK_SONG_0000795,68,2.8249799173792565,1730159155
MOCK_USER_00363,MOCK_SONG_0000158,53,4.628127019649707,1744867511
MOCK_USER_00127,MOCK_SONG_0000185,60,2.3285911888887796,1733446667
MOCK_USER_00065,MOCK_SONG_0000080,51,4.0293124299989,1744400800
MOCK_USER_00248,MOCK_SONG_0000139,46,2.0306193785489275,1728193035
MOCK_USER_00125,MOCK_SONG_0000539,36,4.9634416857787365,1723193028
MOCK_USER_00372,MOCK_SONG_0000608,39,1.5252822495848162,1728549753
MOCK_USER_00005,MOCK_SONG_0000085,11,4.120223725656336,1743841663
MOCK_USER_00166,MOCK_SONG_0000835,65,3.6203979881345996,1724603914
MOCK_USER_00284,MOCK_SONG_0000409,15,4.077350802629265,1736346299
MOCK_USER_00153,MOCK_SONG_0000135,19,3.1656639438434104,1727958155
MOCK_USER_00161,MOCK_SONG_0000150,92,4.0388173348837,1726815163
MOCK_USER_00161,MOCK_SONG_0000155,5,1.829637618127252,1741064487
MOCK_USER_00281,MOCK_SONG_0000724,78,1.6273224416681082,1735392491
MOCK_USER_00349,MOCK_SONG_0000855,43,2.7189613789231597,1720912953
MOCK_USER_00035,MOCK_SONG_0000509,96,2.502005859533957,1731411463
MOCK_USER_00419,MOCK_SONG_0000658,48,1.901394288037011,1719054578
MOCK_USER_00082,MOCK_SONG_0000875,84,3.5843842321627464,1718735674
MOCK_USER_00180,MOCK_SONG_0000252,73,2.695996221747236,1728908672
MOCK_USER_00332,MOCK_SONG_0000293,48,1.4442707926340197,1716887312
MOCK_USER_00226,MOCK_SONG_0000847,92,4.895051129415484,1726492461
MOCK_USER_00300,MOCK_SONG_0000150,98,2.9264591464246816,1739142266
MOCK_USER_00393,MOCK_SONG_0000505,62,4.22790986669864,1737087639
MOCK_USER_00448,MOCK_SONG_0000277,56,4.918092427064124,1741583850
MOCK_USER_00406,MOCK_SONG_0000561,55,4.454512398224553,1736241874
MOCK_USER_00093,MOCK_SONG_0000263,77,2.765821375134063,1734106593
MOCK_USER_00078,MOCK_SONG_0000015,48,4.870705401343885,1732390787
MOCK_USER_00439,MOCK_SONG_0000383,64,4.917249883973392,1721604462
MOCK_USER_00223,MOCK_SONG_0000989,14,1.3242349595276641,1734930934
MOCK_USER_00099,MOCK_SONG_0000534,58,3.8740216240505863,1719136968
MOCK_USER_00011,MOCK_SONG_0000641,56,4.796092758463686,1719795288
MOCK_USER_00319,MOCK_SONG_0000879,54,4.146461410146509,1733530281
MOCK_USER_00496,MOCK_SONG_0000396,3,3.629640381491499,1732884398
MOCK_USER_00308,MOCK_SONG_0000548,75,1.7872635990309185,1743559473
MOCK_USER_00391,MOCK_SONG_0000778,38,4.332228194519597,1724434072
MOCK_USER_00486,MOCK_SONG_0000348,36,2.4120643755132622,1715947843
MOCK_USER_00361,MOCK_SONG_0000745,97,1.4083986551239973,1720158898
MOCK_USER_00320,MOCK_SONG_0000194,26,3.227785980557958,1730770830
MOCK_USER_00445,MOCK_SONG_0000323,87,2.581990154058447,1731685410
MOCK_USER_00066,MOCK_SONG_0000477,57,3.4529538557558483,1742991724
MOCK_USER_00464,MOCK_SONG_0000772,43,2.109785766020187,1736580679
MOCK_USER_00402,MOCK_SONG_0000992,57,2.364932892929473,1725606378
MOCK_USER_00078,MOCK_SONG_0000286,47,2.2639030452308426,1715547130
MOCK_USER_00247,MOCK_SONG_0000132,50,4.57231417635359,1716619369
MOCK_USER_00087,MOCK_SONG_0000034,85,3.898142397451081,1719252058
MOCK_USER_00118,MOCK_SONG_0000879,74,1.0885789065235385,1719956344
MOCK_USER_00136,MOCK_SONG_0000415,52,1.954407801725655,1716155415
MOCK_USER_00007,MOCK_SONG_0000243,10,3.4882802542454705,1729087571
MOCK_USER_00043,MOCK_SONG_0000470,45,2.7639138552958373,1736392043
