user_id,song_id,rating,timestamp
MOCK_USER_00355,MOCK_SONG_0000513,3.8847745242219966,1723420743
MOCK_USER_00142,MOCK_SONG_0000711,2.3867678886936377,1722101247
MOCK_USER_00617,MOCK_SONG_0000829,2.7734526770484473,1716372643
MOCK_USER_00867,MOCK_SONG_0000489,1.8067556480858493,1728343576
MOCK_USER_00792,MOCK_SONG_0000721,4.205216900979575,1744877165
MOCK_USER_00791,MOCK_SONG_0000609,4.034464947153944,1743582905
MOCK_USER_00472,MOCK_SONG_0000155,1.3011445633157872,1727078910
MOCK_USER_00405,MOCK_SONG_0000918,4.293887114962983,1723071895
MOCK_USER_00459,MOCK_SONG_0000529,4.4018831780062495,1730130588
MOCK_USER_00850,MOCK_SONG_0000744,2.374212181469551,1728112902
MOCK_USER_00473,MOCK_SONG_0000425,4.1179583386700624,1739891437
MOCK_USER_00257,MOCK_SONG_0000414,1.1244669986115055,1727766619
MOCK_USER_00906,MOCK_SONG_0000182,1.047286430660367,1727202199
MOCK_USER_00400,MOCK_SONG_0000184,1.3841095687792855,1740317740
MOCK_USER_00805,MOCK_SONG_0000795,2.4007734170296597,1727092334
MOCK_USER_00957,MOCK_SONG_0000135,3.113843263506757,1728403248
MOCK_USER_00807,MOCK_SONG_0000336,2.9112359679179067,1724040004
MOCK_USER_00979,MOCK_SONG_0000885,4.19076699153505,1717076171
MOCK_USER_00729,MOCK_SONG_0000869,1.7571041337516071,1740347292
MOCK_USER_00840,MOCK_SONG_0000786,1.8965841684582116,1723515920
MOCK_USER_00738,MOCK_SONG_0000688,2.3590552066201305,1736865891
MOCK_USER_00013,MOCK_SONG_0000139,4.822608491178013,1742541832
MOCK_USER_00901,MOCK_SONG_0000094,3.385829045068719,1737827680
MOCK_USER_00638,MOCK_SONG_0000023,2.650289492696296,1741347476
MOCK_USER_00231,MOCK_SONG_0000729,1.3318021656556325,1735839845
MOCK_USER_00073,MOCK_SONG_0000264,4.053369394941985,1719724119
MOCK_USER_00136,MOCK_SONG_0000271,2.9968158273541157,1741483342
MOCK_USER_00306,MOCK_SONG_0000920,4.7750017871855395,1743250521
MOCK_USER_00581,MOCK_SONG_0000365,4.643261560319246,1722820447
MOCK_USER_00596,MOCK_SONG_0000237,4.366854847150007,1730106461
MOCK_USER_00425,MOCK_SONG_0000243,4.641715686687988,1719425648
MOCK_USER_00962,MOCK_SONG_0000961,3.9145479732641997,1718709472
MOCK_USER_00555,MOCK_SONG_0000121,3.0663675001098376,1731663864
MOCK_USER_00894,MOCK_SONG_0000299,2.3054544053915556,1742500006
MOCK_USER_00607,MOCK_SONG_0000085,3.933759433896341,1742882362
MOCK_USER_00702,MOCK_SONG_0000256,2.9066808392631756,1722491184
MOCK_USER_00090,MOCK_SONG_0000366,2.8505728257431135,1729139220
MOCK_USER_00221,MOCK_SONG_0000921,1.5621301590484227,1716324516
MOCK_USER_00571,MOCK_SONG_0000291,2.456067527874342,1742160544
MOCK_USER_00849,MOCK_SONG_0000056,2.374470463845352,1722240679
MOCK_USER_00293,MOCK_SONG_0000794,2.2554757345626735,1734481285
MOCK_USER_00459,MOCK_SONG_0000831,2.8678023013708915,1718251754
MOCK_USER_00006,MOCK_SONG_0000836,3.6605853796463563,1717472387
MOCK_USER_00073,MOCK_SONG_0000874,1.3850416234909804,1742270256
MOCK_USER_00317,MOCK_SONG_0000666,1.4983286960931257,1726543977
MOCK_USER_00490,MOCK_SONG_0000275,1.551393184773119,1734258619
MOCK_USER_00975,MOCK_SONG_0000670,1.7827762454627982,1731574370
MOCK_USER_00941,MOCK_SONG_0000957,1.8574228525280518,1731542257
MOCK_USER_00668,MOCK_SONG_0000135,3.368393395352034,1729722522
MOCK_USER_00425,MOCK_SONG_0000970,1.458553931136898,1718471997
MOCK_USER_00085,MOCK_SONG_0000945,3.267150347558177,1725605729
MOCK_USER_00240,MOCK_SONG_0000696,1.0788497509440433,1728413832
MOCK_USER_00110,MOCK_SONG_0000146,3.534316295362749,1743404745
MOCK_USER_00570,MOCK_SONG_0000698,2.6032494736410188,1718247281
MOCK_USER_00467,MOCK_SONG_0000737,1.266764025195342,1727694842
MOCK_USER_00762,MOCK_SONG_0000461,2.5825531153432677,1726132506
MOCK_USER_00851,MOCK_SONG_0000141,1.7265258737358695,1731198809
MOCK_USER_00818,MOCK_SONG_0000173,4.989230991105451,1732581814
MOCK_USER_00768,MOCK_SONG_0000982,1.6250595557630971,1745394592
MOCK_USER_00002,MOCK_SONG_0000512,2.8562743127243304,1738034222
MOCK_USER_00791,MOCK_SONG_0000421,2.8607667205065224,1720847792
MOCK_USER_00727,MOCK_SONG_0000903,1.109762416567193,1719797628
MOCK_USER_00364,MOCK_SONG_0000944,1.6503478536617204,1722536145
MOCK_USER_00127,MOCK_SONG_0000453,3.671186071727314,1731793322
MOCK_USER_00534,MOCK_SONG_0000759,4.229675057075867,1723070865
MOCK_USER_00121,MOCK_SONG_0000968,1.299562799802557,1739629065
MOCK_USER_00971,MOCK_SONG_0000100,4.716443651723461,1728493713
MOCK_USER_00967,MOCK_SONG_0000222,3.3518562376504355,1730566315
MOCK_USER_00322,MOCK_SONG_0000365,4.9560139891104535,1742603759
MOCK_USER_00345,MOCK_SONG_0000370,2.405921381221881,1736872854
MOCK_USER_00085,MOCK_SONG_0000172,1.0469863313027985,1731591336
MOCK_USER_00041,MOCK_SONG_0000417,3.138736346697212,1728310233
MOCK_USER_00325,MOCK_SONG_0000479,3.751285485063422,1733818452
MOCK_USER_00287,MOCK_SONG_0000085,3.804516707764188,1716748321
MOCK_USER_00359,MOCK_SONG_0000728,2.277522804410677,1739783277
MOCK_USER_00335,MOCK_SONG_0000536,4.645019135768704,1725403628
MOCK_USER_00088,MOCK_SONG_0000230,2.1154060493035702,1731839053
MOCK_USER_00175,MOCK_SONG_0000911,2.565235345757358,1736951412
MOCK_USER_00689,MOCK_SONG_0000962,3.984137864243832,1727775217
MOCK_USER_00967,MOCK_SONG_0000203,4.604978848001757,1724120937
MOCK_USER_00863,MOCK_SONG_0000961,1.7235983066958984,1732609367
MOCK_USER_00128,MOCK_SONG_0000131,1.1489244606114806,1719924736
MOCK_USER_00712,MOCK_SONG_0000295,3.2610701462375595,1739366323
MOCK_USER_00852,MOCK_SONG_0000094,1.3209078539865207,1720147860
MOCK_USER_00541,MOCK_SONG_0000694,1.6656340717793916,1742516699
MOCK_USER_00262,MOCK_SONG_0000289,1.2680140706229315,1741259771
MOCK_USER_00176,MOCK_SONG_0000493,2.698654173390271,1717626558
MOCK_USER_00371,MOCK_SONG_0000889,4.875586874143663,1739240531
MOCK_USER_00601,MOCK_SONG_0000523,4.942165479795979,1728500958
MOCK_USER_00479,MOCK_SONG_0000760,3.170301776121922,1734562901
MOCK_USER_00574,MOCK_SONG_0000844,3.8320483227815227,1729238142
MOCK_USER_00832,MOCK_SONG_0000536,2.1973944856350887,1717790861
MOCK_USER_00013,MOCK_SONG_0000855,1.099294090060647,1717815518
MOCK_USER_00582,MOCK_SONG_0000007,2.79066515288793,1739120364
MOCK_USER_00019,MOCK_SONG_0000071,2.272447914553041,1741760350
MOCK_USER_00390,MOCK_SONG_0000115,3.4439202097994723,1734607312
MOCK_USER_00191,MOCK_SONG_0000967,3.365009893183145,1729919519
MOCK_USER_00156,MOCK_SONG_0000787,4.48112375278396,1737979098
MOCK_USER_00638,MOCK_SONG_0000687,3.5940039340974206,1724220426
MOCK_USER_00234,MOCK_SONG_0000036,3.804477729007883,1745216479
MOCK_USER_00846,MOCK_SONG_0000273,3.1376059787088004,1730893575
MOCK_USER_00648,MOCK_SONG_0000469,2.1535862499699485,1724547666
MOCK_USER_00651,MOCK_SONG_0000775,1.0070555398875425,1730748176
MOCK_USER_00666,MOCK_SONG_0000348,3.943980016740166,1725521779
MOCK_USER_00046,MOCK_SONG_0000956,2.5881201591178256,1734965135
MOCK_USER_00768,MOCK_SONG_0000316,4.6140319814773285,1739658661
MOCK_USER_00259,MOCK_SONG_0000851,4.76307798846915,1714396560
MOCK_USER_00574,MOCK_SONG_0000481,1.479267649888273,1733217941
MOCK_USER_00542,MOCK_SONG_0000347,4.230358292581917,1729188646
MOCK_USER_00470,MOCK_SONG_0000757,2.390544150313194,1739617023
MOCK_USER_00924,MOCK_SONG_0000980,3.502627400496598,1742116684
MOCK_USER_00719,MOCK_SONG_0000131,4.928770502159264,1724234017
MOCK_USER_00459,MOCK_SONG_0000649,1.897274327243308,1715248362
MOCK_USER_00102,MOCK_SONG_0000232,4.851873789644265,1724087537
MOCK_USER_00074,MOCK_SONG_0000671,3.6035031993324607,1736413821
MOCK_USER_00780,MOCK_SONG_0000365,1.668634914929032,1739581119
MOCK_USER_00878,MOCK_SONG_0000654,1.1945238056126275,1729238533
MOCK_USER_00005,MOCK_SONG_0000449,1.9975841747927543,1719032540
MOCK_USER_00728,MOCK_SONG_0000236,4.680621323092943,1735970943
MOCK_USER_00278,MOCK_SONG_0000595,2.048848353887294,1725502807
MOCK_USER_00365,MOCK_SONG_0000440,4.220561908003811,1725852602
MOCK_USER_00248,MOCK_SONG_0000339,4.243205024030866,1719829704
MOCK_USER_00598,MOCK_SONG_0000768,1.248600243131707,1742887825
MOCK_USER_00804,MOCK_SONG_0000498,3.2673018285453264,1745282954
MOCK_USER_00213,MOCK_SONG_0000832,4.601846188114238,1716166037
MOCK_USER_00814,MOCK_SONG_0000079,2.3534993763694065,1745079765
MOCK_USER_00942,MOCK_SONG_0000819,3.2710248779892503,1729839112
MOCK_USER_00763,MOCK_SONG_0000041,2.192532884768315,1736406919
MOCK_USER_00257,MOCK_SONG_0000927,3.2222601652829717,1738875490
MOCK_USER_00567,MOCK_SONG_0000502,4.017774908151761,1720956467
MOCK_USER_00294,MOCK_SONG_0000151,1.3252300587125818,1715931984
MOCK_USER_00267,MOCK_SONG_0000565,4.517453064329464,1742161411
MOCK_USER_00792,MOCK_SONG_0000851,4.457673078308716,1735270143
MOCK_USER_00057,MOCK_SONG_0000760,1.8741851884588447,1714237811
MOCK_USER_00968,MOCK_SONG_0000388,2.186810028511869,1737324575
MOCK_USER_00581,MOCK_SONG_0000145,1.204838830782331,1738640035
MOCK_USER_00346,MOCK_SONG_0000907,2.0341803914897607,1729931860
MOCK_USER_00568,MOCK_SONG_0000682,1.4359789711258975,1726408038
MOCK_USER_00086,MOCK_SONG_0000778,1.2308454903481159,1733210096
MOCK_USER_00107,MOCK_SONG_0000479,1.8738995941655192,1722171140
MOCK_USER_00016,MOCK_SONG_0000496,2.006692888760561,1720072363
MOCK_USER_00301,MOCK_SONG_0000087,4.0228721790825475,1744888403
MOCK_USER_00232,MOCK_SONG_0000466,2.153072777654475,1715325759
MOCK_USER_00504,MOCK_SONG_0000626,3.5023038464820435,1732172379
MOCK_USER_00683,MOCK_SONG_0000751,3.1482636601541034,1740179041
MOCK_USER_00905,MOCK_SONG_0000993,4.473944788050354,1739375383
MOCK_USER_00802,MOCK_SONG_0000001,3.2855792150550154,1731991098
MOCK_USER_00978,MOCK_SONG_0000090,1.894831055496244,1718966364
MOCK_USER_00428,MOCK_SONG_0000284,2.5101784687268656,1741620807
MOCK_USER_00433,MOCK_SONG_0000365,1.4432330103607312,1734100202
MOCK_USER_00050,MOCK_SONG_0000541,1.6663341919843635,1733376473
MOCK_USER_00296,MOCK_SONG_0000950,2.282204103267613,1728686114
MOCK_USER_00220,MOCK_SONG_0000553,1.461136180406633,1744152926
MOCK_USER_00373,MOCK_SONG_0000087,1.2043165376809837,1717511920
MOCK_USER_00872,MOCK_SONG_0000647,2.4834279710998177,1722950835
MOCK_USER_00321,MOCK_SONG_0000248,4.295296207553323,1735827944
MOCK_USER_00207,MOCK_SONG_0000352,4.698612877295527,1721566000
MOCK_USER_00003,MOCK_SONG_0000144,2.533622096541309,1738179807
MOCK_USER_00503,MOCK_SONG_0000372,2.805481354466318,1714592401
MOCK_USER_00779,MOCK_SONG_0000980,2.921686281425018,1715872648
MOCK_USER_00923,MOCK_SONG_0000949,1.7278927074201516,1736088973
MOCK_USER_00721,MOCK_SONG_0000236,4.263621793507878,1730724398
MOCK_USER_00126,MOCK_SONG_0000791,2.9696475923828998,1727749751
MOCK_USER_00594,MOCK_SONG_0000635,1.637510021163238,1729543296
MOCK_USER_00101,MOCK_SONG_0000847,4.219203146781769,1738022345
MOCK_USER_00701,MOCK_SONG_0000540,2.5828538104615433,1743026341
MOCK_USER_00542,MOCK_SONG_0000803,4.9095807962622064,1736102441
MOCK_USER_00505,MOCK_SONG_0000350,4.658918685435422,1717056132
MOCK_USER_00777,MOCK_SONG_0000559,3.8115751355757137,1744229061
MOCK_USER_00132,MOCK_SONG_0000587,4.613622610692022,1714555913
MOCK_USER_00042,MOCK_SONG_0000929,2.1456695940052435,1715178208
MOCK_USER_00662,MOCK_SONG_0000987,1.9153843422593377,1722001167
MOCK_USER_00525,MOCK_SONG_0000988,2.900188928171849,1742632473
MOCK_USER_00153,MOCK_SONG_0000034,1.5282869265598467,1723912959
MOCK_USER_00025,MOCK_SONG_0000912,3.994173787491606,1728773587
MOCK_USER_00063,MOCK_SONG_0000608,3.247112464383059,1745435038
MOCK_USER_00428,MOCK_SONG_0000540,1.9239017501343776,1726764085
MOCK_USER_00350,MOCK_SONG_0000055,1.5094531075029294,1742903404
MOCK_USER_00573,MOCK_SONG_0000377,2.8788828037361083,1714713454
MOCK_USER_00125,MOCK_SONG_0000619,1.6935086623447853,1721691105
MOCK_USER_00947,MOCK_SONG_0000524,2.8039466398460187,1741868523
MOCK_USER_00514,MOCK_SONG_0000517,3.8680639498534792,1738926371
MOCK_USER_00447,MOCK_SONG_0000721,3.7486128108300907,1743670784
MOCK_USER_00005,MOCK_SONG_0000424,4.893068664726703,1739020758
MOCK_USER_00404,MOCK_SONG_0000977,2.014082858482761,1731035886
